lat,lon,PSurf_Winter,Qair_Winter,Rainf_Winter,Snowf_Winter,Tair_Winter,Wind_Winter,PSurf_Spring,Qair_Spring,Rainf_Spring,Tair_Spring,Wind_Spring,PSurf_Summer,Qair_Summer,Rainf_Summer,Tair_Summer,Wind_Summer,PSurf_Fall,Qair_Fall,Rainf_Fall,Tair_Fall,Wind_Fall,index_right,sand % topsoil,sand % subsoil,silt % topsoil,silt% subsoil,clay % topsoil,clay % subsoil,pH water topsoil,pH water subsoil,OC % topsoil,OC % subsoil,N % topsoil,N % subsoil,BS % topsoil,BS % subsoil,CEC topsoil,CEC subsoil,CEC Clay subsoil,CaCO3 % topsoil,CaCO3 % subsoil,BD topsoil,BD subsoil,C/N topsoil,C/N subsoil
[26.750000 ; 28.250000 [,[6.750000 ; 8.250000 [,[0.461397 ; 0.525355 [,[0.515340 ; 0.557140 [,[0.039293 ; 0.189130 [,[ 0.0],[0.466434 ; 0.501641 [,[0.606869 ; 0.648218 [,[0.438477 ; 0.501334 [,[0.434941 ; 0.510800 [,[0.039345 ; 0.100164 [,[0.606264 ; 0.653748 [,[0.617639 ; 0.671039 [,[0.470795 ; 0.534425 [,[0.292120 ; 0.349460 [,[0.000000 ; 0.056241 [,[0.698234 ; 0.750562 [,[0.736214 ; 1.000000 ],[0.452681 ; 0.519471 [,[0.454344 ; 0.561490 [,[0.000000 ; 0.051127 [,[0.549164 ; 0.584098 [,[0.597759 ; 0.646506 [,[0.546075 ; 0.686007 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[26.750000 ; 28.250000 [,[6.750000 ; 8.250000 [,[0.461397 ; 0.525355 [,[0.515340 ; 0.557140 [,[0.039293 ; 0.189130 [,[ 0.0],[0.466434 ; 0.501641 [,[0.648218 ; 0.694770 [,[0.438477 ; 0.501334 [,[0.434941 ; 0.510800 [,[0.039345 ; 0.100164 [,[0.606264 ; 0.653748 [,[0.617639 ; 0.671039 [,[0.470795 ; 0.534425 [,[0.292120 ; 0.349460 [,[0.000000 ; 0.056241 [,[0.698234 ; 0.750562 [,[0.638708 ; 0.736214 [,[0.452681 ; 0.519471 [,[0.454344 ; 0.561490 [,[0.000000 ; 0.051127 [,[0.549164 ; 0.584098 [,[0.597759 ; 0.646506 [,[0.546075 ; 0.686007 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[26.750000 ; 28.250000 [,[8.250000 ; 11.750000 ],[0.461397 ; 0.525355 [,[0.515340 ; 0.557140 [,[0.189130 ; 0.646039 [,[ 0.0],[0.466434 ; 0.501641 [,[0.648218 ; 0.694770 [,[0.438477 ; 0.501334 [,[0.434941 ; 0.510800 [,[0.000377 ; 0.039345 [,[0.606264 ; 0.653748 [,[0.671039 ; 0.731110 [,[0.470795 ; 0.534425 [,[0.292120 ; 0.349460 [,[0.000000 ; 0.056241 [,[0.630469 ; 0.698234 [,[0.638708 ; 0.736214 [,[0.452681 ; 0.519471 [,[0.454344 ; 0.561490 [,[0.051127 ; 0.161456 [,[0.518991 ; 0.549164 [,[0.646506 ; 0.710941 [,[0.546075 ; 0.686007 [,[0.469583 ; 0.512500 [,[0.446146 ; 0.451373 [,[0.430185 ; 0.537222 [,[0.487680 ; 0.604770 [,[0.405939 ; 0.413404 [,[0.428504 ; 1.000000 ],[0.798546 ; 0.808930 [,[0.803093 ; 0.813402 [,[0.182103 ; 0.288822 [,[0.238544 ; 0.309973 [,[0.388430 ; 0.429752 [,[0.456311 ; 0.582524 [,[0.940000 ; 0.972000 [,[0.950000 ; 0.972000 [,[0.172197 ; 0.417892 [,[0.031395 ; 0.367442 [,[0.990854 ; 1.000000 ],[0.539256 ; 0.562397 [,[0.447560 ; 1.000000 ],[0.545455 ; 0.569007 [,[0.488889 ; 0.622222 [,[0.000000 ; 0.258065 [,[0.487805 ; 0.731707 [
[26.750000 ; 28.250000 [,[8.250000 ; 11.750000 ],[0.398477 ; 0.461397 [,[0.486405 ; 0.515340 [,[0.189130 ; 0.646039 [,[ 0.0],[0.363977 ; 0.439206 [,[0.694770 ; 0.763758 [,[0.370811 ; 0.400964 [,[0.434941 ; 0.510800 [,[0.100164 ; 0.181377 [,[0.564855 ; 0.606264 [,[0.671039 ; 0.731110 [,[0.401318 ; 0.429098 [,[0.292120 ; 0.349460 [,[0.000000 ; 0.056241 [,[0.579718 ; 0.630469 [,[0.638708 ; 0.736214 [,[0.389269 ; 0.452681 [,[0.454344 ; 0.561490 [,[0.161456 ; 0.328408 [,[0.474741 ; 0.518991 [,[0.646506 ; 0.710941 [,[0.546075 ; 0.686007 [,[0.469583 ; 0.512500 [,[0.446146 ; 0.451373 [,[0.430185 ; 0.537222 [,[0.487680 ; 0.604770 [,[0.405939 ; 0.413404 [,[0.428504 ; 1.000000 ],[0.798546 ; 0.808930 [,[0.803093 ; 0.813402 [,[0.182103 ; 0.288822 [,[0.238544 ; 0.309973 [,[0.388430 ; 0.429752 [,[0.456311 ; 0.582524 [,[0.940000 ; 0.972000 [,[0.950000 ; 0.972000 [,[0.172197 ; 0.417892 [,[0.031395 ; 0.367442 [,[0.990854 ; 1.000000 ],[0.539256 ; 0.562397 [,[0.447560 ; 1.000000 ],[0.545455 ; 0.569007 [,[0.488889 ; 0.622222 [,[0.000000 ; 0.258065 [,[0.487805 ; 0.731707 [
[26.750000 ; 28.250000 [,[8.250000 ; 11.750000 ],[0.362495 ; 0.398477 [,[0.486405 ; 0.515340 [,[0.189130 ; 0.646039 [,[ 0.0],[0.363977 ; 0.439206 [,[0.694770 ; 0.763758 [,[0.294778 ; 0.370811 [,[0.434941 ; 0.510800 [,[0.039345 ; 0.100164 [,[0.553009 ; 0.564855 [,[0.731110 ; 1.000000 ],[0.322330 ; 0.401318 [,[0.349460 ; 0.396800 [,[0.000000 ; 0.056241 [,[0.453544 ; 0.579718 [,[0.576474 ; 0.638708 [,[0.305530 ; 0.380863 [,[0.454344 ; 0.561490 [,[0.161456 ; 0.328408 [,[0.474741 ; 0.518991 [,[0.646506 ; 0.710941 [,[0.546075 ; 0.686007 [,[0.469583 ; 0.512500 [,[0.446146 ; 0.451373 [,[0.430185 ; 0.537222 [,[0.487680 ; 0.604770 [,[0.405939 ; 0.413404 [,[0.428504 ; 1.000000 ],[0.798546 ; 0.808930 [,[0.803093 ; 0.813402 [,[0.182103 ; 0.288822 [,[0.238544 ; 0.309973 [,[0.388430 ; 0.429752 [,[0.456311 ; 0.582524 [,[0.940000 ; 0.972000 [,[0.950000 ; 0.972000 [,[0.172197 ; 0.417892 [,[0.031395 ; 0.367442 [,[0.990854 ; 1.000000 ],[0.539256 ; 0.562397 [,[0.447560 ; 1.000000 ],[0.545455 ; 0.569007 [,[0.488889 ; 0.622222 [,[0.000000 ; 0.258065 [,[0.487805 ; 0.731707 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.525355 ; 0.588773 [,[0.434950 ; 0.486405 [,[0.189130 ; 0.646039 [,[ 0.0],[0.557467 ; 0.644192 [,[0.000000 ; 0.252249 [,[0.501334 ; 0.564271 [,[0.355617 ; 0.414924 [,[0.000000 ; 0.000377 [,[0.369138 ; 0.497325 [,[0.473629 ; 0.538630 [,[0.534425 ; 0.597635 [,[0.292120 ; 0.349460 [,[0.000000 ; 0.056241 [,[0.000000 ; 0.274647 [,[0.308389 ; 0.406427 [,[0.519471 ; 0.580902 [,[0.319574 ; 0.364123 [,[0.328408 ; 0.595394 [,[0.474741 ; 0.518991 [,[0.000000 ; 0.231346 [,[0.546075 ; 0.686007 [,[0.512500 ; 0.593437 [,[0.451373 ; 0.545407 [,[0.387963 ; 0.430185 [,[0.466194 ; 0.487680 [,[0.405939 ; 0.413404 [,[0.421740 ; 0.428504 [,[0.743510 ; 0.788162 [,[0.760825 ; 0.793814 [,[0.496679 ; 1.000000 ],[0.522911 ; 0.654987 [,[0.462810 ; 1.000000 ],[0.456311 ; 0.582524 [,[0.851000 ; 0.918000 [,[0.465000 ; 0.915000 [,[0.453734 ; 0.602688 [,[0.570930 ; 0.625581 [,[0.634146 ; 0.817073 [,[0.202479 ; 0.357851 [,[0.170041 ; 0.332877 [,[0.636364 ; 0.863636 [,[0.488889 ; 0.622222 [,[0.645161 ; 0.806452 [,[0.487805 ; 0.731707 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.461397 ; 0.525355 [,[0.366860 ; 0.434950 [,[0.000000 ; 0.039293 [,[ 0.0],[0.557467 ; 0.644192 [,[0.252249 ; 0.392448 [,[0.400964 ; 0.438477 [,[0.245574 ; 0.293705 [,[0.000000 ; 0.000377 [,[0.369138 ; 0.497325 [,[0.617639 ; 0.671039 [,[0.429098 ; 0.470795 [,[0.195514 ; 0.245873 [,[0.000000 ; 0.056241 [,[0.274647 ; 0.453544 [,[0.406427 ; 0.459510 [,[0.389269 ; 0.452681 [,[0.271687 ; 0.319574 [,[0.328408 ; 0.595394 [,[0.400503 ; 0.474741 [,[0.231346 ; 0.366207 [,[0.385666 ; 0.522184 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.398477 ; 0.461397 [,[0.366860 ; 0.434950 [,[0.000000 ; 0.039293 [,[ 0.0],[0.557467 ; 0.644192 [,[0.252249 ; 0.392448 [,[0.370811 ; 0.400964 [,[0.141206 ; 0.204775 [,[0.000377 ; 0.039345 [,[0.369138 ; 0.497325 [,[0.671039 ; 0.731110 [,[0.401318 ; 0.429098 [,[0.195514 ; 0.245873 [,[0.000000 ; 0.056241 [,[0.274647 ; 0.453544 [,[0.469149 ; 0.492045 [,[0.389269 ; 0.452681 [,[0.271687 ; 0.319574 [,[0.161456 ; 0.328408 [,[0.474741 ; 0.518991 [,[0.452397 ; 0.482859 [,[0.385666 ; 0.522184 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.398477 ; 0.461397 [,[0.366860 ; 0.434950 [,[0.000000 ; 0.039293 [,[ 0.0],[0.557467 ; 0.644192 [,[0.392448 ; 0.497644 [,[0.294778 ; 0.370811 [,[0.141206 ; 0.204775 [,[0.000377 ; 0.039345 [,[0.497325 ; 0.553009 [,[0.731110 ; 1.000000 ],[0.401318 ; 0.429098 [,[0.195514 ; 0.245873 [,[0.000000 ; 0.056241 [,[0.453544 ; 0.579718 [,[0.492045 ; 0.530368 [,[0.389269 ; 0.452681 [,[0.319574 ; 0.364123 [,[0.328408 ; 0.595394 [,[0.518991 ; 0.549164 [,[0.482859 ; 0.517520 [,[0.385666 ; 0.522184 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.398477 ; 0.461397 [,[0.366860 ; 0.434950 [,[0.000000 ; 0.039293 [,[ 0.0],[0.557467 ; 0.644192 [,[0.392448 ; 0.497644 [,[0.370811 ; 0.400964 [,[0.141206 ; 0.204775 [,[0.000000 ; 0.000377 [,[0.564855 ; 0.606264 [,[0.731110 ; 1.000000 ],[0.401318 ; 0.429098 [,[0.161560 ; 0.195514 [,[0.000000 ; 0.056241 [,[0.453544 ; 0.579718 [,[0.530368 ; 0.576474 [,[0.389269 ; 0.452681 [,[0.271687 ; 0.319574 [,[0.328408 ; 0.595394 [,[0.518991 ; 0.549164 [,[0.482859 ; 0.517520 [,[0.546075 ; 0.686007 [,[0.512500 ; 0.593437 [,[0.451373 ; 0.545407 [,[0.387963 ; 0.430185 [,[0.466194 ; 0.487680 [,[0.405939 ; 0.413404 [,[0.421740 ; 0.428504 [,[0.743510 ; 0.788162 [,[0.760825 ; 0.793814 [,[0.496679 ; 1.000000 ],[0.522911 ; 0.654987 [,[0.462810 ; 1.000000 ],[0.456311 ; 0.582524 [,[0.851000 ; 0.918000 [,[0.465000 ; 0.915000 [,[0.453734 ; 0.602688 [,[0.570930 ; 0.625581 [,[0.634146 ; 0.817073 [,[0.202479 ; 0.357851 [,[0.170041 ; 0.332877 [,[0.636364 ; 0.863636 [,[0.488889 ; 0.622222 [,[0.645161 ; 0.806452 [,[0.487805 ; 0.731707 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.398477 ; 0.461397 [,[0.366860 ; 0.434950 [,[0.039293 ; 0.189130 [,[ 0.0],[0.557467 ; 0.644192 [,[0.392448 ; 0.497644 [,[0.400964 ; 0.438477 [,[0.141206 ; 0.204775 [,[0.000377 ; 0.039345 [,[0.606264 ; 0.653748 [,[0.671039 ; 0.731110 [,[0.429098 ; 0.470795 [,[0.161560 ; 0.195514 [,[0.000000 ; 0.056241 [,[0.630469 ; 0.698234 [,[0.530368 ; 0.576474 [,[0.389269 ; 0.452681 [,[0.271687 ; 0.319574 [,[0.328408 ; 0.595394 [,[0.549164 ; 0.584098 [,[0.482859 ; 0.517520 [,[0.546075 ; 0.686007 [,[0.512500 ; 0.593437 [,[0.451373 ; 0.545407 [,[0.387963 ; 0.430185 [,[0.466194 ; 0.487680 [,[0.405939 ; 0.413404 [,[0.421740 ; 0.428504 [,[0.743510 ; 0.788162 [,[0.760825 ; 0.793814 [,[0.496679 ; 1.000000 ],[0.522911 ; 0.654987 [,[0.462810 ; 1.000000 ],[0.456311 ; 0.582524 [,[0.851000 ; 0.918000 [,[0.465000 ; 0.915000 [,[0.453734 ; 0.602688 [,[0.570930 ; 0.625581 [,[0.634146 ; 0.817073 [,[0.202479 ; 0.357851 [,[0.170041 ; 0.332877 [,[0.636364 ; 0.863636 [,[0.488889 ; 0.622222 [,[0.645161 ; 0.806452 [,[0.487805 ; 0.731707 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.461397 ; 0.525355 [,[0.366860 ; 0.434950 [,[0.000000 ; 0.039293 [,[ 0.0],[0.557467 ; 0.644192 [,[0.497644 ; 0.558285 [,[0.438477 ; 0.501334 [,[0.141206 ; 0.204775 [,[0.000377 ; 0.039345 [,[0.606264 ; 0.653748 [,[0.671039 ; 0.731110 [,[0.470795 ; 0.534425 [,[0.109845 ; 0.161560 [,[0.000000 ; 0.056241 [,[0.630469 ; 0.698234 [,[0.492045 ; 0.530368 [,[0.452681 ; 0.519471 [,[0.271687 ; 0.319574 [,[0.000000 ; 0.051127 [,[0.549164 ; 0.584098 [,[0.482859 ; 0.517520 [,[0.385666 ; 0.522184 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.461397 ; 0.525355 [,[0.366860 ; 0.434950 [,[0.000000 ; 0.039293 [,[ 0.0],[0.557467 ; 0.644192 [,[0.392448 ; 0.497644 [,[0.438477 ; 0.501334 [,[0.141206 ; 0.204775 [,[0.100164 ; 0.181377 [,[0.606264 ; 0.653748 [,[0.671039 ; 0.731110 [,[0.470795 ; 0.534425 [,[0.109845 ; 0.161560 [,[0.000000 ; 0.056241 [,[0.698234 ; 0.750562 [,[0.469149 ; 0.492045 [,[0.452681 ; 0.519471 [,[0.271687 ; 0.319574 [,[0.000000 ; 0.051127 [,[0.549164 ; 0.584098 [,[0.452397 ; 0.482859 [,[0.385666 ; 0.522184 [,[0.593437 ; 0.607292 [,[0.451373 ; 0.545407 [,[0.318519 ; 0.387963 [,[0.341377 ; 0.466194 [,[0.302671 ; 0.344227 [,[0.318546 ; 0.384615 [,[0.788162 ; 0.794393 [,[0.760825 ; 0.793814 [,[0.363838 ; 0.468635 [,[0.376011 ; 0.431267 [,[0.268595 ; 0.330579 [,[0.097087 ; 0.194175 [,[0.437500 ; 0.845000 [,[0.943000 ; 0.950000 [,[0.417892 ; 0.447291 [,[0.499112 ; 0.570930 [,[0.336909 ; 0.390244 [,[0.453719 ; 0.539256 [,[0.364797 ; 0.435477 [,[0.569007 ; 0.636364 [,[0.622222 ; 0.844444 [,[0.645161 ; 0.806452 [,[0.414634 ; 0.487805 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.461397 ; 0.525355 [,[0.434950 ; 0.486405 [,[0.039293 ; 0.189130 [,[ 0.0],[0.557467 ; 0.644192 [,[0.497644 ; 0.558285 [,[0.400964 ; 0.438477 [,[0.141206 ; 0.204775 [,[0.039345 ; 0.100164 [,[0.653748 ; 0.722402 [,[0.617639 ; 0.671039 [,[0.429098 ; 0.470795 [,[0.109845 ; 0.161560 [,[0.000000 ; 0.056241 [,[0.698234 ; 0.750562 [,[0.406427 ; 0.459510 [,[0.389269 ; 0.452681 [,[0.271687 ; 0.319574 [,[0.000000 ; 0.051127 [,[0.584098 ; 0.661682 [,[0.366207 ; 0.452397 [,[0.522184 ; 0.535836 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.461397 ; 0.525355 [,[0.434950 ; 0.486405 [,[0.000000 ; 0.039293 [,[ 0.0],[0.557467 ; 0.644192 [,[0.497644 ; 0.558285 [,[0.438477 ; 0.501334 [,[0.141206 ; 0.204775 [,[0.039345 ; 0.100164 [,[0.653748 ; 0.722402 [,[0.617639 ; 0.671039 [,[0.470795 ; 0.534425 [,[0.109845 ; 0.161560 [,[0.000000 ; 0.056241 [,[0.750562 ; 0.794589 [,[0.406427 ; 0.459510 [,[0.452681 ; 0.519471 [,[0.271687 ; 0.319574 [,[0.000000 ; 0.051127 [,[0.549164 ; 0.584098 [,[0.366207 ; 0.452397 [,[0.522184 ; 0.535836 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[28.250000 ; 29.250000 [,[-8.250000 ; -3.250000 [,[0.525355 ; 0.588773 [,[0.434950 ; 0.486405 [,[0.000000 ; 0.039293 [,[ 0.0],[0.557467 ; 0.644192 [,[0.497644 ; 0.558285 [,[0.501334 ; 0.564271 [,[0.204775 ; 0.245574 [,[0.039345 ; 0.100164 [,[0.653748 ; 0.722402 [,[0.576720 ; 0.617639 [,[0.534425 ; 0.597635 [,[0.109845 ; 0.161560 [,[0.000000 ; 0.056241 [,[0.794589 ; 0.839594 [,[0.308389 ; 0.406427 [,[0.519471 ; 0.580902 [,[0.271687 ; 0.319574 [,[0.051127 ; 0.161456 [,[0.549164 ; 0.584098 [,[0.366207 ; 0.452397 [,[0.522184 ; 0.535836 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[28.250000 ; 29.250000 [,[-3.250000 ; -1.250000 [,[0.525355 ; 0.588773 [,[0.434950 ; 0.486405 [,[0.000000 ; 0.039293 [,[ 0.0],[0.501641 ; 0.557467 [,[0.392448 ; 0.497644 [,[0.501334 ; 0.564271 [,[0.204775 ; 0.245574 [,[0.039345 ; 0.100164 [,[0.653748 ; 0.722402 [,[0.473629 ; 0.538630 [,[0.534425 ; 0.597635 [,[0.109845 ; 0.161560 [,[0.056241 ; 0.117549 [,[0.794589 ; 0.839594 [,[0.308389 ; 0.406427 [,[0.519471 ; 0.580902 [,[0.271687 ; 0.319574 [,[0.051127 ; 0.161456 [,[0.549164 ; 0.584098 [,[0.231346 ; 0.366207 [,[0.546075 ; 0.686007 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
[28.250000 ; 29.250000 [,[-3.250000 ; -1.250000 [,[0.525355 ; 0.588773 [,[0.434950 ; 0.486405 [,[0.000000 ; 0.039293 [,[ 0.0],[0.501641 ; 0.557467 [,[0.497644 ; 0.558285 [,[0.501334 ; 0.564271 [,[0.245574 ; 0.293705 [,[0.000377 ; 0.039345 [,[0.653748 ; 0.722402 [,[0.473629 ; 0.538630 [,[0.534425 ; 0.597635 [,[0.161560 ; 0.195514 [,[0.056241 ; 0.117549 [,[0.794589 ; 0.839594 [,[0.308389 ; 0.406427 [,[0.519471 ; 0.580902 [,[0.271687 ; 0.319574 [,[0.051127 ; 0.161456 [,[0.549164 ; 0.584098 [,[0.366207 ; 0.452397 [,[0.522184 ; 0.535836 [,[0.000000 ; 0.254167 [,[0.000000 ; 0.263464 [,[0.000000 ; 0.229815 [,[0.000000 ; 0.251331 [,[0.000000 ; 0.205292 [,[0.000000 ; 0.176577 [,[0.000000 ; 0.363448 [,[0.000000 ; 0.368557 [,[0.000000 ; 0.182103 [,[0.000000 ; 0.238544 [,[0.000000 ; 0.095041 [,[0.000000 ; 0.097087 [,[0.000000 ; 0.392500 [,[0.000000 ; 0.447500 [,[0.172197 ; 0.417892 [,[0.367442 ; 0.455814 [,[0.390244 ; 0.530488 [,[0.000000 ; 0.004132 [,[0.000000 ; 0.011400 [,[0.000000 ; 0.363636 [,[0.222222 ; 0.355556 [,[0.258065 ; 0.419355 [,[0.000000 ; 0.121951 [
